marks,attendance,assignment_completion,participation,coding_score,communication_score,performance_label,behavior_label,dropout_risk,attendance_prediction
80.0,70.0,36.0,73.0,93.0,26.0,medium,average,medium,moderate
90.0,58.0,76.0,29.0,76.0,98.0,high,poor,medium,moderate
41.0,45.0,84.0,21.0,77.0,67.0,medium,poor,high,low
61.0,92.0,45.0,72.0,32.0,45.0,medium,good,low,high
39.0,89.0,72.0,51.0,60.0,95.0,medium,average,medium,moderate
49.0,49.0,51.0,53.0,49.0,39.0,low,average,high,moderate
58.0,82.0,57.0,40.0,86.0,34.0,medium,average,medium,moderate
89.0,61.0,67.0,77.0,23.0,38.0,medium,average,medium,moderate
90.0,66.0,47.0,79.0,21.0,31.0,medium,average,medium,high
57.0,90.0,85.0,24.0,64.0,58.0,high,average,low,moderate
53.0,90.0,57.0,27.0,97.0,31.0,medium,average,low,moderate
67.0,51.0,62.0,64.0,99.0,37.0,medium,average,medium,moderate
93.0,58.0,87.0,68.0,67.0,49.0,high,average,medium,moderate
98.0,89.0,45.0,31.0,54.0,71.0,high,average,low,moderate
45.0,95.0,61.0,32.0,41.0,88.0,medium,average,low,moderate
43.0,44.0,99.0,74.0,99.0,25.0,medium,average,high,moderate
79.0,90.0,57.0,56.0,34.0,70.0,medium,average,low,moderate
51.0,69.0,38.0,29.0,30.0,28.0,low,poor,medium,low
43.0,75.0,49.0,68.0,60.0,99.0,medium,average,medium,moderate
32.0,44.0,96.0,25.0,51.0,42.0,low,poor,high,low
58.0,80.0,83.0,38.0,59.0,88.0,medium,average,medium,moderate
57.0,80.0,86.0,77.0,92.0,82.0,high,good,medium,moderate
69.0,79.0,47.0,37.0,41.0,45.0,medium,average,low,moderate
44.0,87.0,88.0,25.0,90.0,45.0,medium,poor,medium,moderate
80.0,96.0,57.0,96.0,36.0,45.0,high,good,low,high
77.0,90.0,85.0,37.0,45.0,57.0,high,average,low,moderate
62.0,84.0,91.0,61.0,20.0,55.0,medium,average,low,moderate
42.0,98.0,44.0,85.0,74.0,72.0,medium,good,low,high
65.0,80.0,95.0,99.0,88.0,57.0,high,good,low,high
77.0,80.0,74.0,84.0,90.0,83.0,high,good,low,high
56.0,72.0,81.0,47.0,33.0,57.0,medium,average,medium,moderate
48.0,86.0,82.0,88.0,81.0,44.0,high,good,medium,high
65.0,44.0,41.0,21.0,31.0,46.0,low,poor,medium,low
54.0,70.0,82.0,46.0,70.0,78.0,medium,average,medium,moderate
58.0,65.0,44.0,35.0,76.0,31.0,medium,poor,medium,moderate
54.0,94.0,49.0,62.0,32.0,42.0,medium,average,low,moderate
51.0,44.0,38.0,91.0,28.0,44.0,low,average,high,moderate
80.0,78.0,42.0,81.0,25.0,71.0,medium,good,low,high
62.0,51.0,98.0,99.0,76.0,30.0,medium,good,medium,moderate
62.0,93.0,52.0,30.0,69.0,56.0,medium,average,low,moderate
75.0,91.0,57.0,80.0,29.0,73.0,high,good,low,high
55.0,54.0,63.0,77.0,60.0,94.0,medium,average,medium,moderate
37.0,92.0,79.0,56.0,83.0,55.0,medium,average,low,moderate
89.0,69.0,70.0,27.0,39.0,98.0,high,poor,medium,moderate
33.0,98.0,67.0,28.0,68.0,68.0,medium,average,low,moderate
70.0,83.0,88.0,93.0,43.0,81.0,high,good,low,high
48.0,42.0,64.0,43.0,40.0,39.0,low,poor,high,low
44.0,52.0,83.0,70.0,51.0,93.0,medium,average,high,moderate
32.0,64.0,93.0,95.0,48.0,40.0,medium,good,medium,moderate
93.0,52.0,77.0,59.0,59.0,30.0,high,average,medium,moderate
60.0,47.0,32.0,36.0,36.0,26.0,low,poor,medium,low
53.0,98.0,48.0,58.0,51.0,72.0,medium,average,low,moderate
81.0,92.0,73.0,38.0,69.0,70.0,high,average,low,moderate
32.0,66.0,63.0,34.0,50.0,35.0,low,poor,medium,low
69.0,52.0,49.0,84.0,72.0,90.0,medium,average,medium,moderate
64.0,50.0,53.0,47.0,29.0,42.0,medium,poor,medium,moderate
68.0,94.0,35.0,74.0,31.0,68.0,medium,good,low,high
38.0,59.0,46.0,78.0,89.0,61.0,medium,average,medium,moderate
96.0,40.0,84.0,63.0,56.0,67.0,high,average,medium,moderate
46.0,63.0,30.0,63.0,68.0,79.0,low,average,medium,moderate
77.0,67.0,88.0,34.0,79.0,94.0,high,poor,medium,moderate
82.0,77.0,53.0,62.0,31.0,77.0,medium,average,low,moderate
54.0,60.0,86.0,80.0,97.0,92.0,high,average,medium,moderate
39.0,95.0,47.0,35.0,53.0,89.0,medium,average,low,moderate
50.0,78.0,88.0,38.0,91.0,48.0,medium,average,medium,moderate
86.0,99.0,70.0,75.0,53.0,64.0,high,good,low,high
93.0,62.0,89.0,98.0,52.0,35.0,high,good,medium,high
95.0,79.0,34.0,51.0,68.0,94.0,high,average,low,moderate
45.0,61.0,85.0,86.0,35.0,97.0,medium,good,medium,moderate
72.0,81.0,48.0,34.0,68.0,91.0,medium,average,low,moderate
40.0,84.0,55.0,65.0,98.0,79.0,medium,average,medium,moderate
79.0,59.0,33.0,95.0,71.0,87.0,medium,good,medium,high
59.0,96.0,96.0,55.0,25.0,83.0,high,average,low,moderate
79.0,91.0,74.0,60.0,75.0,38.0,high,average,low,high
77.0,93.0,98.0,32.0,22.0,41.0,high,average,low,moderate
99.0,53.0,69.0,62.0,28.0,62.0,medium,average,medium,moderate
64.0,83.0,41.0,66.0,42.0,53.0,medium,average,low,moderate
53.0,46.0,53.0,98.0,44.0,78.0,medium,good,high,moderate
66.0,46.0,60.0,36.0,20.0,78.0,medium,poor,medium,low
41.0,98.0,40.0,49.0,21.0,98.0,medium,average,low,moderate
37.0,49.0,95.0,71.0,83.0,83.0,medium,average,high,moderate
66.0,91.0,97.0,95.0,56.0,20.0,high,good,low,high
87.0,65.0,69.0,39.0,35.0,47.0,medium,poor,medium,moderate
67.0,58.0,70.0,75.0,54.0,46.0,medium,average,medium,moderate
84.0,44.0,79.0,90.0,75.0,70.0,high,average,medium,moderate
42.0,80.0,77.0,70.0,78.0,47.0,medium,average,medium,moderate
61.0,83.0,34.0,54.0,43.0,98.0,medium,average,low,moderate
72.0,68.0,67.0,38.0,33.0,43.0,medium,average,medium,moderate
54.0,88.0,84.0,43.0,96.0,55.0,medium,average,low,moderate
30.0,59.0,86.0,24.0,70.0,85.0,medium,poor,medium,low
35.0,73.0,71.0,32.0,98.0,49.0,medium,poor,medium,low
94.0,57.0,92.0,55.0,44.0,23.0,high,average,medium,moderate
72.0,74.0,71.0,31.0,28.0,46.0,medium,poor,medium,moderate
48.0,48.0,56.0,20.0,50.0,48.0,low,poor,high,low
48.0,68.0,60.0,75.0,46.0,68.0,medium,average,medium,moderate
32.0,72.0,78.0,25.0,77.0,76.0,medium,poor,medium,low
96.0,73.0,92.0,31.0,77.0,63.0,high,poor,low,moderate
37.0,66.0,46.0,67.0,25.0,52.0,medium,average,medium,moderate
83.0,78.0,50.0,93.0,67.0,60.0,high,good,low,high
46.0,70.0,75.0,77.0,47.0,31.0,medium,average,medium,moderate
53.0,56.0,83.0,22.0,69.0,34.0,medium,poor,medium,low
49.0,52.0,57.0,33.0,51.0,68.0,medium,poor,medium,low
87.0,78.0,75.0,79.0,62.0,89.0,high,good,low,high
32.0,96.0,30.0,78.0,77.0,61.0,medium,good,low,high
54.0,85.0,50.0,51.0,43.0,24.0,medium,average,low,moderate
49.0,78.0,96.0,95.0,35.0,98.0,high,good,medium,high
49.0,95.0,70.0,91.0,76.0,45.0,high,good,low,high
43.0,93.0,90.0,79.0,95.0,79.0,high,good,low,high
93.0,70.0,45.0,79.0,55.0,91.0,high,good,low,high
56.0,46.0,50.0,82.0,99.0,98.0,medium,average,high,moderate
59.0,78.0,98.0,31.0,34.0,29.0,medium,poor,medium,moderate
56.0,77.0,99.0,76.0,85.0,34.0,high,good,medium,moderate
98.0,56.0,91.0,95.0,99.0,71.0,high,good,medium,high
53.0,90.0,52.0,37.0,43.0,80.0,medium,average,low,moderate
53.0,92.0,86.0,21.0,31.0,86.0,medium,poor,low,moderate
52.0,59.0,62.0,48.0,73.0,64.0,medium,average,medium,moderate
52.0,68.0,89.0,41.0,89.0,32.0,medium,average,medium,moderate
36.0,51.0,89.0,95.0,26.0,77.0,medium,good,high,moderate
72.0,50.0,60.0,55.0,71.0,73.0,medium,average,medium,moderate
31.0,55.0,51.0,72.0,89.0,57.0,medium,average,high,moderate
45.0,61.0,98.0,98.0,22.0,71.0,medium,good,medium,moderate
44.0,56.0,61.0,83.0,61.0,36.0,medium,average,medium,moderate
50.0,49.0,60.0,79.0,26.0,84.0,medium,average,high,moderate
82.0,66.0,76.0,97.0,34.0,23.0,medium,good,medium,high
71.0,77.0,95.0,75.0,58.0,87.0,high,good,low,high
99.0,59.0,39.0,38.0,46.0,87.0,medium,poor,medium,moderate
54.0,72.0,98.0,78.0,26.0,74.0,medium,good,medium,moderate
94.0,56.0,59.0,45.0,84.0,85.0,high,poor,medium,moderate
33.0,82.0,31.0,46.0,36.0,93.0,medium,average,medium,moderate
65.0,78.0,51.0,71.0,89.0,33.0,medium,average,medium,moderate
85.0,97.0,62.0,45.0,34.0,63.0,high,average,low,moderate
67.0,43.0,77.0,21.0,61.0,71.0,medium,poor,medium,low
95.0,91.0,69.0,99.0,78.0,95.0,high,good,low,high
52.0,60.0,39.0,65.0,58.0,79.0,medium,average,medium,moderate
32.0,43.0,64.0,73.0,53.0,67.0,medium,average,high,moderate
84.0,81.0,46.0,84.0,80.0,64.0,high,good,low,high
34.0,50.0,48.0,70.0,20.0,31.0,low,average,high,moderate
83.0,50.0,79.0,68.0,86.0,45.0,high,average,medium,moderate
81.0,98.0,86.0,83.0,75.0,54.0,high,good,low,high
89.0,53.0,40.0,43.0,81.0,90.0,medium,poor,medium,moderate
63.0,72.0,72.0,86.0,53.0,88.0,medium,good,medium,high
92.0,52.0,59.0,77.0,50.0,71.0,high,average,medium,moderate
41.0,47.0,53.0,34.0,65.0,28.0,low,poor,high,low
60.0,40.0,79.0,31.0,71.0,77.0,medium,poor,high,low
38.0,40.0,47.0,90.0,94.0,56.0,medium,average,high,moderate
83.0,68.0,83.0,91.0,88.0,72.0,high,good,medium,high
79.0,66.0,58.0,99.0,24.0,54.0,medium,good,medium,high
86.0,42.0,36.0,28.0,32.0,77.0,medium,poor,medium,low
83.0,60.0,85.0,91.0,95.0,37.0,high,good,medium,high
51.0,56.0,89.0,89.0,51.0,31.0,medium,good,medium,moderate
34.0,74.0,69.0,81.0,66.0,37.0,medium,good,medium,moderate
95.0,99.0,80.0,59.0,24.0,93.0,high,good,low,high
64.0,81.0,40.0,60.0,28.0,26.0,medium,average,low,moderate
36.0,95.0,53.0,54.0,52.0,42.0,medium,average,low,moderate
94.0,51.0,54.0,22.0,77.0,47.0,medium,poor,medium,low
99.0,52.0,83.0,60.0,81.0,86.0,high,average,medium,moderate
61.0,85.0,54.0,38.0,91.0,48.0,medium,average,low,moderate
83.0,58.0,80.0,36.0,35.0,91.0,medium,poor,medium,moderate
32.0,90.0,51.0,24.0,36.0,99.0,medium,average,medium,moderate
36.0,67.0,72.0,56.0,63.0,72.0,medium,average,medium,moderate
49.0,52.0,44.0,23.0,63.0,47.0,low,poor,medium,low
75.0,90.0,69.0,87.0,22.0,67.0,high,good,low,high
39.0,73.0,35.0,91.0,55.0,73.0,medium,good,medium,moderate
32.0,88.0,81.0,84.0,91.0,28.0,medium,good,medium,high
76.0,67.0,32.0,44.0,33.0,86.0,medium,average,medium,moderate
83.0,47.0,99.0,33.0,85.0,54.0,medium,poor,medium,low
81.0,80.0,88.0,60.0,55.0,87.0,high,average,low,moderate
85.0,47.0,70.0,73.0,61.0,68.0,medium,average,medium,moderate
86.0,79.0,93.0,21.0,71.0,88.0,high,poor,low,moderate
72.0,65.0,86.0,88.0,76.0,26.0,high,good,medium,high
66.0,87.0,39.0,55.0,70.0,23.0,medium,average,low,moderate
89.0,92.0,82.0,85.0,28.0,28.0,high,good,low,high
54.0,64.0,56.0,26.0,43.0,89.0,medium,poor,medium,low
36.0,92.0,89.0,54.0,87.0,99.0,medium,average,low,moderate
82.0,46.0,90.0,56.0,23.0,99.0,medium,average,medium,moderate
49.0,46.0,96.0,23.0,77.0,46.0,medium,poor,high,low
98.0,99.0,61.0,76.0,61.0,41.0,high,good,low,high
58.0,74.0,43.0,94.0,29.0,47.0,medium,good,medium,high
89.0,67.0,38.0,63.0,29.0,85.0,medium,average,medium,moderate
32.0,49.0,41.0,51.0,98.0,40.0,low,average,high,low
76.0,57.0,99.0,70.0,22.0,63.0,medium,average,medium,moderate
61.0,81.0,71.0,48.0,21.0,71.0,medium,average,medium,moderate
62.0,89.0,54.0,48.0,21.0,48.0,medium,average,low,moderate
48.0,94.0,61.0,80.0,70.0,57.0,medium,good,low,high
97.0,64.0,42.0,67.0,94.0,73.0,high,average,medium,moderate
57.0,67.0,69.0,41.0,33.0,83.0,medium,average,medium,moderate
89.0,49.0,59.0,52.0,83.0,35.0,medium,average,medium,moderate
59.0,44.0,85.0,86.0,77.0,60.0,medium,average,high,moderate
33.0,66.0,31.0,62.0,38.0,32.0,low,average,medium,moderate
91.0,74.0,95.0,26.0,25.0,21.0,medium,poor,low,moderate
42.0,46.0,34.0,88.0,59.0,71.0,low,average,high,moderate
48.0,64.0,59.0,79.0,26.0,58.0,medium,average,medium,moderate
90.0,78.0,53.0,41.0,29.0,40.0,medium,average,low,moderate
92.0,88.0,80.0,97.0,57.0,24.0,high,good,low,high
94.0,96.0,76.0,96.0,85.0,95.0,high,good,low,high
59.0,60.0,43.0,99.0,99.0,86.0,medium,good,medium,high
82.0,63.0,64.0,50.0,70.0,94.0,high,average,medium,moderate
52.0,92.0,67.0,93.0,42.0,29.0,medium,good,low,high
81.0,81.0,62.0,84.0,46.0,21.0,high,good,low,high
65.0,56.0,31.0,89.0,69.0,37.0,medium,good,medium,moderate
33.0,81.0,42.0,63.0,33.0,28.0,low,average,medium,moderate
59.0,49.0,65.0,42.0,61.0,56.0,medium,poor,medium,low
62.0,66.0,48.0,38.0,81.0,71.0,medium,poor,medium,moderate
48.0,58.0,68.0,97.0,87.0,35.0,medium,good,medium,moderate
56.0,99.0,41.0,60.0,24.0,51.0,medium,good,low,moderate
65.0,42.0,81.0,94.0,43.0,63.0,medium,average,high,moderate
33.0,91.0,43.0,64.0,40.0,45.0,medium,average,medium,moderate
40.0,56.0,75.0,62.0,64.0,56.0,medium,average,medium,moderate
83.0,42.0,88.0,25.0,34.0,67.0,medium,poor,medium,low
54.0,79.0,55.0,52.0,96.0,96.0,medium,average,medium,moderate
72.0,80.0,39.0,64.0,93.0,44.0,medium,average,low,moderate
69.0,48.0,30.0,28.0,46.0,27.0,low,poor,medium,low
68.0,42.0,55.0,32.0,52.0,89.0,medium,poor,high,low
58.0,46.0,38.0,67.0,55.0,66.0,medium,average,high,moderate
63.0,64.0,91.0,39.0,23.0,57.0,medium,poor,medium,moderate
87.0,47.0,98.0,76.0,91.0,77.0,high,average,medium,moderate
97.0,82.0,98.0,56.0,82.0,98.0,high,average,low,moderate
47.0,44.0,94.0,52.0,46.0,30.0,medium,poor,high,low
76.0,87.0,71.0,29.0,63.0,88.0,medium,average,low,moderate
97.0,92.0,52.0,52.0,50.0,70.0,high,average,low,high
30.0,83.0,61.0,63.0,38.0,66.0,medium,average,medium,moderate
84.0,96.0,48.0,65.0,44.0,89.0,high,good,low,high
64.0,96.0,88.0,41.0,28.0,44.0,medium,average,low,moderate
97.0,42.0,60.0,22.0,84.0,83.0,medium,poor,medium,low
70.0,60.0,56.0,94.0,72.0,65.0,medium,good,medium,high
88.0,85.0,78.0,96.0,94.0,94.0,high,good,low,high
41.0,60.0,56.0,92.0,20.0,57.0,medium,good,medium,moderate
39.0,84.0,54.0,43.0,70.0,77.0,medium,average,medium,moderate
94.0,86.0,45.0,68.0,64.0,59.0,high,good,low,high
66.0,99.0,34.0,31.0,69.0,51.0,medium,average,low,moderate
69.0,59.0,32.0,92.0,99.0,50.0,medium,good,medium,moderate
41.0,60.0,58.0,20.0,51.0,93.0,medium,poor,medium,low
45.0,41.0,99.0,57.0,31.0,87.0,medium,average,high,low
87.0,57.0,48.0,88.0,20.0,38.0,medium,good,medium,high
51.0,56.0,74.0,78.0,59.0,89.0,medium,average,medium,moderate
70.0,67.0,52.0,89.0,33.0,66.0,medium,good,medium,high
52.0,65.0,51.0,59.0,31.0,28.0,medium,average,medium,moderate
48.0,91.0,41.0,27.0,31.0,81.0,medium,average,low,moderate
41.0,86.0,69.0,20.0,42.0,32.0,medium,poor,medium,moderate
95.0,83.0,76.0,32.0,29.0,89.0,high,average,low,moderate
95.0,40.0,54.0,24.0,58.0,56.0,medium,poor,medium,low
38.0,68.0,66.0,55.0,72.0,93.0,medium,average,medium,moderate
54.0,83.0,63.0,24.0,43.0,58.0,medium,poor,medium,moderate
69.0,54.0,48.0,34.0,30.0,26.0,low,poor,medium,low
56.0,65.0,78.0,53.0,65.0,81.0,medium,average,medium,moderate
80.0,83.0,68.0,78.0,26.0,78.0,high,good,low,high
48.0,87.0,34.0,73.0,79.0,44.0,medium,good,low,moderate
34.0,91.0,64.0,24.0,50.0,36.0,medium,average,medium,moderate
53.0,65.0,57.0,92.0,52.0,89.0,medium,good,medium,moderate
71.0,63.0,85.0,63.0,39.0,82.0,medium,average,medium,moderate
42.0,62.0,51.0,47.0,42.0,43.0,low,average,medium,moderate
87.0,80.0,96.0,50.0,31.0,76.0,high,average,low,moderate
30.0,65.0,73.0,87.0,64.0,39.0,medium,good,medium,moderate
34.0,64.0,39.0,57.0,31.0,34.0,low,average,medium,moderate
65.0,50.0,58.0,39.0,74.0,73.0,medium,poor,medium,low
65.0,68.0,91.0,53.0,40.0,86.0,medium,average,medium,moderate
50.0,54.0,47.0,25.0,65.0,93.0,medium,poor,medium,low
48.0,71.0,79.0,32.0,62.0,56.0,medium,poor,medium,moderate
34.0,93.0,84.0,45.0,70.0,31.0,medium,average,low,moderate
76.0,86.0,78.0,37.0,80.0,63.0,high,average,low,moderate
56.0,68.0,36.0,47.0,64.0,74.0,medium,average,medium,moderate
38.0,98.0,56.0,25.0,88.0,97.0,medium,average,low,moderate
57.0,98.0,54.0,68.0,40.0,28.0,medium,good,low,high
95.0,66.0,54.0,29.0,80.0,72.0,medium,poor,medium,moderate
48.0,85.0,91.0,37.0,47.0,60.0,medium,average,medium,moderate
92.0,60.0,30.0,98.0,70.0,67.0,medium,good,medium,high
48.0,92.0,67.0,20.0,59.0,27.0,medium,poor,low,moderate
43.0,62.0,98.0,42.0,92.0,21.0,medium,average,medium,moderate
48.0,55.0,91.0,60.0,41.0,68.0,medium,average,medium,moderate
52.0,48.0,72.0,44.0,61.0,35.0,medium,poor,high,low
38.0,90.0,99.0,45.0,33.0,69.0,medium,average,medium,moderate
71.0,57.0,58.0,30.0,70.0,22.0,medium,poor,medium,low
53.0,88.0,72.0,53.0,22.0,84.0,medium,average,low,moderate
80.0,45.0,68.0,80.0,52.0,46.0,medium,average,medium,moderate
64.0,70.0,33.0,67.0,20.0,56.0,medium,average,medium,moderate
60.0,65.0,32.0,93.0,46.0,47.0,medium,good,medium,high
62.0,66.0,92.0,75.0,58.0,53.0,medium,average,medium,moderate
40.0,50.0,42.0,83.0,46.0,62.0,low,average,high,moderate
79.0,44.0,54.0,54.0,50.0,71.0,medium,average,medium,moderate
37.0,60.0,73.0,69.0,31.0,75.0,medium,average,medium,moderate
80.0,68.0,70.0,66.0,77.0,99.0,high,average,medium,moderate
99.0,87.0,65.0,85.0,83.0,34.0,high,good,low,high
83.0,67.0,98.0,60.0,56.0,89.0,high,average,medium,moderate
61.0,54.0,85.0,52.0,24.0,68.0,medium,average,medium,moderate
52.0,55.0,95.0,25.0,24.0,44.0,medium,poor,medium,low
91.0,76.0,76.0,88.0,73.0,93.0,high,good,low,high
48.0,66.0,98.0,54.0,94.0,76.0,medium,average,medium,moderate
63.0,94.0,72.0,83.0,89.0,34.0,high,good,low,high
83.0,66.0,67.0,74.0,52.0,33.0,medium,average,medium,moderate
94.0,74.0,87.0,20.0,59.0,72.0,high,poor,low,moderate
94.0,43.0,90.0,72.0,33.0,78.0,high,average,medium,moderate
36.0,51.0,34.0,59.0,25.0,23.0,low,average,high,moderate
92.0,91.0,93.0,39.0,81.0,70.0,high,average,low,moderate
37.0,60.0,78.0,41.0,54.0,62.0,medium,poor,medium,low
70.0,65.0,92.0,71.0,59.0,97.0,high,average,medium,moderate
95.0,75.0,80.0,26.0,47.0,79.0,high,poor,low,moderate
75.0,43.0,94.0,68.0,45.0,92.0,high,average,medium,moderate
96.0,70.0,49.0,87.0,98.0,22.0,high,good,low,high
54.0,60.0,43.0,26.0,85.0,81.0,medium,poor,medium,low
52.0,48.0,43.0,20.0,75.0,46.0,medium,poor,high,low
52.0,65.0,47.0,24.0,51.0,64.0,medium,poor,medium,low
54.0,66.0,44.0,78.0,77.0,90.0,medium,average,medium,moderate
77.0,51.0,60.0,87.0,47.0,89.0,medium,average,medium,moderate
61.0,72.0,43.0,99.0,61.0,38.0,medium,good,medium,high
81.0,84.0,41.0,22.0,31.0,39.0,medium,poor,low,moderate
59.0,56.0,66.0,58.0,76.0,77.0,medium,average,medium,moderate
51.0,97.0,85.0,23.0,24.0,90.0,medium,average,low,moderate
43.0,76.0,39.0,49.0,77.0,68.0,medium,average,medium,moderate
68.0,86.0,65.0,44.0,68.0,24.0,medium,average,low,moderate
92.0,44.0,76.0,68.0,25.0,33.0,medium,average,medium,moderate
90.0,86.0,79.0,92.0,60.0,79.0,high,good,low,high
47.0,60.0,37.0,84.0,37.0,79.0,medium,average,medium,moderate
63.0,82.0,81.0,25.0,58.0,91.0,medium,poor,low,moderate
79.0,88.0,31.0,39.0,21.0,62.0,medium,average,low,moderate
72.0,55.0,46.0,41.0,77.0,54.0,medium,poor,medium,moderate
34.0,55.0,52.0,40.0,60.0,28.0,low,poor,high,low
71.0,43.0,89.0,48.0,48.0,82.0,medium,poor,medium,moderate
32.0,76.0,43.0,68.0,90.0,95.0,medium,average,medium,moderate
38.0,86.0,84.0,79.0,71.0,23.0,medium,good,medium,moderate
75.0,64.0,99.0,95.0,68.0,59.0,high,good,medium,high
37.0,49.0,97.0,76.0,31.0,48.0,medium,average,high,moderate
53.0,58.0,51.0,43.0,60.0,79.0,medium,poor,medium,moderate
71.0,64.0,36.0,34.0,76.0,81.0,medium,poor,medium,moderate
75.0,94.0,45.0,50.0,94.0,37.0,medium,average,low,moderate
61.0,47.0,83.0,83.0,68.0,96.0,high,average,medium,moderate
36.0,60.0,43.0,99.0,33.0,30.0,low,good,medium,moderate
85.0,78.0,75.0,51.0,74.0,82.0,high,average,low,moderate
96.0,54.0,56.0,34.0,25.0,79.0,medium,poor,medium,moderate
92.0,93.0,83.0,20.0,45.0,32.0,high,poor,low,moderate
82.0,94.0,72.0,26.0,93.0,73.0,high,average,low,moderate
58.0,62.0,70.0,70.0,84.0,41.0,medium,average,medium,moderate
91.0,84.0,84.0,67.0,92.0,41.0,high,average,low,high
64.0,85.0,96.0,71.0,48.0,26.0,medium,good,low,high
39.0,80.0,55.0,21.0,74.0,79.0,medium,poor,medium,low
89.0,51.0,67.0,54.0,76.0,84.0,high,average,medium,moderate
52.0,42.0,73.0,34.0,39.0,60.0,medium,poor,high,low
95.0,60.0,87.0,46.0,95.0,82.0,high,average,medium,moderate
55.0,47.0,63.0,69.0,97.0,47.0,medium,average,high,moderate
90.0,57.0,56.0,42.0,28.0,65.0,medium,poor,medium,moderate
67.0,78.0,89.0,72.0,81.0,82.0,high,average,medium,moderate
62.0,75.0,96.0,43.0,55.0,54.0,medium,average,medium,moderate
50.0,52.0,69.0,60.0,73.0,69.0,medium,average,medium,moderate
88.0,41.0,37.0,56.0,64.0,31.0,medium,average,medium,moderate
34.0,53.0,50.0,50.0,37.0,60.0,low,average,high,low
62.0,67.0,62.0,30.0,27.0,88.0,medium,poor,medium,moderate
55.0,86.0,79.0,66.0,61.0,81.0,high,average,low,moderate
68.0,61.0,76.0,99.0,86.0,44.0,medium,good,medium,high
47.0,57.0,87.0,71.0,85.0,63.0,medium,average,medium,moderate
76.0,73.0,32.0,79.0,41.0,69.0,medium,good,medium,high
57.0,44.0,62.0,84.0,88.0,95.0,medium,average,high,moderate
43.0,53.0,79.0,23.0,48.0,86.0,medium,poor,high,low
43.0,42.0,99.0,83.0,64.0,85.0,medium,average,high,moderate
78.0,71.0,39.0,39.0,45.0,80.0,medium,average,medium,moderate
48.0,66.0,91.0,73.0,61.0,48.0,medium,average,medium,moderate
51.0,74.0,30.0,98.0,62.0,50.0,medium,good,medium,high
73.0,77.0,43.0,91.0,75.0,57.0,high,good,low,high
53.0,63.0,89.0,53.0,57.0,54.0,medium,average,medium,moderate
57.0,92.0,85.0,87.0,62.0,96.0,high,good,low,high
47.0,95.0,98.0,69.0,72.0,90.0,high,good,low,high
54.0,46.0,72.0,30.0,53.0,91.0,medium,poor,high,low
78.0,95.0,73.0,39.0,61.0,68.0,high,average,low,moderate
67.0,51.0,67.0,96.0,26.0,35.0,medium,good,medium,moderate
99.0,54.0,65.0,93.0,89.0,31.0,high,good,medium,high
84.0,71.0,65.0,91.0,30.0,41.0,medium,good,medium,high
31.0,41.0,50.0,50.0,89.0,72.0,low,poor,high,low
56.0,61.0,89.0,45.0,80.0,49.0,medium,average,medium,moderate
50.0,51.0,54.0,84.0,95.0,72.0,medium,average,medium,moderate
71.0,68.0,72.0,21.0,21.0,90.0,medium,poor,medium,low
48.0,88.0,76.0,91.0,37.0,46.0,medium,good,low,high
97.0,95.0,67.0,68.0,24.0,94.0,high,good,low,high
50.0,52.0,72.0,70.0,53.0,60.0,medium,average,medium,moderate
66.0,72.0,33.0,55.0,92.0,84.0,medium,average,medium,moderate
38.0,68.0,52.0,98.0,81.0,24.0,medium,good,medium,moderate
93.0,64.0,61.0,79.0,76.0,42.0,high,average,medium,high
93.0,77.0,57.0,24.0,87.0,94.0,high,poor,low,moderate
85.0,99.0,93.0,61.0,20.0,90.0,high,good,low,high
54.0,64.0,92.0,88.0,83.0,65.0,high,good,medium,moderate
34.0,43.0,79.0,26.0,44.0,22.0,low,poor,high,low
79.0,94.0,54.0,78.0,75.0,24.0,high,good,low,high
60.0,95.0,33.0,39.0,81.0,53.0,medium,average,low,moderate
99.0,59.0,82.0,60.0,74.0,91.0,high,average,medium,moderate
78.0,70.0,91.0,90.0,53.0,50.0,high,good,medium,high
67.0,91.0,64.0,59.0,68.0,90.0,high,average,low,moderate
99.0,70.0,87.0,23.0,57.0,62.0,high,poor,low,moderate
86.0,68.0,95.0,21.0,70.0,30.0,high,poor,medium,moderate
62.0,95.0,68.0,78.0,56.0,64.0,high,good,low,high
31.0,89.0,44.0,94.0,51.0,49.0,medium,good,medium,high
36.0,70.0,31.0,43.0,36.0,38.0,low,average,medium,moderate
61.0,49.0,82.0,94.0,50.0,74.0,medium,good,medium,moderate
69.0,66.0,69.0,56.0,77.0,36.0,medium,average,medium,moderate
32.0,80.0,40.0,24.0,89.0,92.0,medium,poor,medium,low
38.0,56.0,33.0,62.0,28.0,84.0,low,average,medium,moderate
79.0,72.0,97.0,97.0,34.0,82.0,high,good,medium,high
82.0,79.0,52.0,40.0,60.0,26.0,medium,average,low,moderate
32.0,45.0,52.0,96.0,76.0,96.0,medium,good,high,moderate
65.0,74.0,74.0,72.0,33.0,59.0,medium,average,medium,moderate
35.0,84.0,55.0,51.0,45.0,78.0,medium,average,medium,moderate
80.0,52.0,93.0,75.0,23.0,35.0,medium,average,medium,moderate
88.0,72.0,77.0,52.0,24.0,81.0,high,average,low,moderate
90.0,82.0,55.0,26.0,31.0,45.0,medium,poor,low,moderate
71.0,42.0,48.0,89.0,78.0,76.0,medium,average,medium,moderate
